#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
LR130759.1_3134      -          K06447               -            7.2e-90  300.8   0.6   9.5e-90  300.5   0.6   1.0   1   0   0   1   1   0   1 # 3636694 # 3638205 # -1 # ID=1_3134;partial=00;start_type=GTG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.672
LR130759.1_4252      -          K06447               -            1.6e-72  243.6   0.2   2.1e-72  243.3   0.2   1.0   1   0   0   1   1   0   1 # 4918964 # 4920433 # -1 # ID=1_4252;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.650
LR130759.1_393       -          K06447               -            1.2e-70  237.4   1.5   1.5e-70  237.2   1.5   1.0   1   0   0   1   1   0   1 # 422112 # 423488 # -1 # ID=1_393;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.662
LR130759.1_657       -          K06447               -            4.9e-70  235.4   0.0   6.4e-70  235.1   0.0   1.0   1   0   0   1   1   0   1 # 757316 # 758839 # 1 # ID=1_657;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.641
LR130759.1_4063      -          K06447               -            3.8e-68  229.2   0.1   5.2e-68  228.7   0.1   1.1   1   0   0   1   1   0   1 # 4721497 # 4723047 # -1 # ID=1_4063;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.650
LR130759.1_3729      -          K06447               -            1.2e-60  204.5   0.4   1.1e-59  201.3   0.4   1.9   1   1   0   1   1   0   1 # 4345412 # 4346905 # -1 # ID=1_3729;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.644
LR130759.1_3668      -          K06447               -            8.5e-54  181.9   0.1   1.1e-53  181.5   0.1   1.0   1   0   0   1   1   0   1 # 4270336 # 4272018 # -1 # ID=1_3668;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.645
LR130759.1_275       -          K06447               -            2.1e-51  174.0   0.1   2.8e-51  173.6   0.1   1.0   1   0   0   1   1   0   1 # 287801 # 289276 # 1 # ID=1_275;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.636
OW370493.1_220       -          K06447               -              5e-14   50.7   0.0   5.9e-14   50.5   0.0   1.0   1   0   0   1   1   0   1 # 198356 # 198808 # 1 # ID=1_220;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.294
OW370493.1_1054      -          K06447               -              1e-12   46.4   0.1   1.2e-12   46.1   0.1   1.0   1   0   0   1   1   0   1 # 937223 # 937711 # 1 # ID=1_1054;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.321
OW370493.1_1057      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 938746 # 940074 # 1 # ID=1_1057;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_1242      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 1113107 # 1114435 # 1 # ID=1_1242;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_1309      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 1164775 # 1166103 # 1 # ID=1_1309;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_1443      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 1286219 # 1287547 # 1 # ID=1_1443;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_1456      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 1298541 # 1299869 # 1 # ID=1_1456;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_1592      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 1438669 # 1439997 # 1 # ID=1_1592;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_1692      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 1545312 # 1546640 # -1 # ID=1_1692;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_1701      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 1553077 # 1554405 # 1 # ID=1_1701;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_1809      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 1644260 # 1645588 # -1 # ID=1_1809;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_1859      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 1678226 # 1679554 # -1 # ID=1_1859;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_1904      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 1716422 # 1717750 # 1 # ID=1_1904;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_1949      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 1762590 # 1763918 # -1 # ID=1_1949;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_1971      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 1781391 # 1782719 # 1 # ID=1_1971;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_2031      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 1834140 # 1835468 # -1 # ID=1_2031;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_2067      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 1865394 # 1866722 # -1 # ID=1_2067;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_2242      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 2013391 # 2014719 # 1 # ID=1_2242;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_2272      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 2039583 # 2040911 # -1 # ID=1_2272;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_2389      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 2147369 # 2148697 # -1 # ID=1_2389;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_2402      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 2160444 # 2161772 # -1 # ID=1_2402;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_2494      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 2246881 # 2248209 # -1 # ID=1_2494;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_2613      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 2355071 # 2356399 # -1 # ID=1_2613;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_2664      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 2401838 # 2403166 # -1 # ID=1_2664;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_2697      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 2437819 # 2439147 # -1 # ID=1_2697;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_2707      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 2447495 # 2448823 # -1 # ID=1_2707;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_2711      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 2452409 # 2453737 # -1 # ID=1_2711;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_2749      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 2492868 # 2494196 # -1 # ID=1_2749;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_2820      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 2562435 # 2563763 # -1 # ID=1_2820;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_2848      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 2584803 # 2586131 # -1 # ID=1_2848;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_2873      -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 2604199 # 2605527 # -1 # ID=1_2873;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_315       -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 276037 # 277365 # 1 # ID=1_315;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_614       -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 544649 # 545977 # 1 # ID=1_614;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_688       -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 612181 # 613509 # 1 # ID=1_688;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_710       -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 634579 # 635907 # -1 # ID=1_710;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_759       -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 681217 # 682545 # 1 # ID=1_759;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_799       -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 713070 # 714398 # 1 # ID=1_799;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_811       -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 721220 # 722548 # -1 # ID=1_811;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_856       -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 762960 # 764288 # 1 # ID=1_856;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_909       -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 806889 # 808217 # 1 # ID=1_909;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_953       -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 850578 # 851906 # 1 # ID=1_953;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_97        -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 92765 # 94093 # 1 # ID=1_97;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366
OW370493.1_571       -          K06447               -              0.077   10.5   0.0       4.2    4.8   0.0   2.1   2   0   0   2   2   0   0 # 509665 # 510993 # 1 # ID=1_571;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.367
LR130759.1_3295      -          K06447               -                2.5    5.6  10.8      0.18    9.3   0.5   2.6   2   1   1   3   3   0   0 # 3824827 # 3826230 # -1 # ID=1_3295;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.679
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /home/pedro/felipe/METABOLIC/kofam_database/profiles/K06447.hmm
# Target file:     /home/pedro/felipe//total.faa
# Option settings: hmmsearch --tblout metabolic_faa_test/intermediate_files/Hmmsearch_Outputs/K06447.hmm.total.hmmsearch_result.txt --domT 463.53 --cpu 1 /home/pedro/felipe/METABOLIC/kofam_database/profiles/K06447.hmm /home/pedro/felipe//total.faa 
# Current dir:     /home/pedro/felipe
# Date:            Thu Apr 27 14:25:33 2023
# [ok]
